Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Norway,2.209210092,2.125843917,2.067673619,1.933801746,1.899485764,1.858199242,1.758994673,1.749772457,1.754862118,1.789500231,1.781510056,1.770367806,1.782761086,1.679788399,1.635241631,1.561424998,1.441662236,1.340521809,1.323906033,1.35646721,1.282931778,1.264031688,1.175265483,1.185853431,1.154005544,1.062168243,1.056449035,1.07255631
Oman,5.992038466,5.571690818,5.186250759,4.757487535,4.619407972,4.385766955,4.069674572,3.846406945,3.545917882,3.296454327,3.171936065,3.021198855,2.866734514,2.720967918,2.55384809,2.391305211,2.428044106,2.702388409,2.728269864,2.807133714,2.813471614,2.863291842,2.711430079,2.527690312,2.427056181,2.342226384,2.227370579,2.133217326
Pakistan,13.70870369,13.66776202,14.069374,14.06124503,14.16415179,14.22762204,14.03649564,13.86297471,13.25568727,12.61729601,11.88678749,11.2087675,10.60836369,10.16469399,9.585276476,9.274943671,8.973630482,8.416408858,8.658479749,8.476927024,8.099557007,7.782601613,7.493828371,7.197270046,7.10569836,6.800762828,6.449764895,6.087915056
Panama,7.693136844,7.499285201,7.283174105,7.329479919,7.120654985,6.996163942,6.562727987,6.301901089,5.867405221,5.667137361,5.215871079,4.781451668,4.786946655,4.821154279,4.50386254,4.34772769,4.367741062,4.31539771,4.487993605,4.501081393,4.366951979,4.252052617,4.113445197,3.842503084,3.729117978,3.474506444,3.387804768,3.385837572
"Papua New Guinea",19.60628132,19.31869697,18.95820757,18.39431275,17.96984629,17.67522108,17.48597172,17.39969935,17.71417806,17.97416791,18.26167258,18.48690543,18.69817145,18.74880524,18.88252744,19.14490079,19.35723368,19.30000331,19.16328737,18.89897591,18.68127364,18.43686711,18.23035235,18.01281897,17.65208948,17.1698715,17.01571679,16.70010509
Paraguay,3.301942539,3.192531565,3.332459566,3.452154001,3.483959015,3.59451488,3.650958859,3.536790482,3.469584201,3.411598692,3.173522869,2.960401888,2.879185956,2.922870075,2.981308241,2.916361907,2.878363996,2.816034362,2.853376355,2.956361373,2.862732698,2.775834027,2.665751755,2.704720432,2.654896791,2.521399936,2.459412311,2.434425635
Peru,7.23754538,6.834712284,6.93842088,6.755743484,6.359753519,6.060337882,6.17788539,6.034547573,5.782730905,5.418845776,5.237878166,4.724253485,4.352971189,4.213764983,4.007537406,3.830917953,3.542336632,3.33766067,3.328637641,3.410287974,3.294840549,3.196293057,3.069948913,2.945406292,2.759442986,2.638148975,2.609719635,2.546376681
Philippines,7.857909155,7.487396308,6.98808247,6.785153181,6.661321451,6.605712962,6.41586964,6.229471695,6.221708065,6.318137153,6.403966304,6.377312884,6.293402279,6.218617847,6.204726217,6.10264677,6.107592054,5.96911211,5.981304471,5.958757928,5.800951219,5.757619659,5.640396222,5.484788929,5.398270351,5.434775109,5.262091282,5.069296025
Poland,4.656572793,4.836081825,4.67630379,4.242207172,4.407329413,4.301944074,3.898359496,3.935936386,3.863618205,3.896085573,3.487015921,3.446783103,3.394747958,3.286914838,3.274225386,3.273397803,3.281997289,3.279940349,3.19111439,3.078546271,2.947789143,2.844098721,2.771558908,2.639147052,2.451563616,2.44397672,2.406679667,2.355526764
Portugal,2.536695301,2.543221017,2.328892832,2.169804934,1.961979159,1.907738877,1.918501356,1.828561748,1.722008674,1.69965634,1.706531637,1.707129499,1.829251462,1.821294025,1.769858555,1.547997585,1.539520633,1.46846507,1.428379366,1.407841742,1.373943287,1.2984104,1.251821578,1.2306732,1.1933918,1.112023249,1.121168117,1.131512386
"Puerto Rico",3.364670663,3.262991126,3.13862714,3.006646414,2.660527259,2.562622311,2.300517876,2.157771831,2.086425747,1.807246342,1.630107569,1.590658316,1.4473121,1.379958543,1.383527626,1.365870019,1.32079423,1.320287861,1.286723624,1.31478766,1.227867665,1.284284295,1.220493348,1.178440057,1.129282649,1.094975912,1.137900963,1.16541659
Qatar,2.500128999,2.396741304,2.297402548,2.172952544,2.056759293,1.926962281,2.080766873,2.168992388,2.220881947,2.271670417,2.299718911,2.300469599,2.234904227,2.155135109,2.061450486,1.985671394,2.054574935,2.051635951,1.978433374,2.024129537,1.809140906,1.728868887,1.645550162,1.569826906,1.487853624,1.377624461,1.331035333,1.300938268
Romania,7.355851105,7.092313919,7.378382469,7.432613561,7.805785416,8.112981623,8.47408647,8.959654017,8.337221316,7.091515781,6.474271547,6.240100652,6.011548779,5.728176939,5.419030798,5.276711662,5.065022483,4.840847908,4.813338287,4.611275198,4.457762403,3.925547624,3.837204873,3.691925404,3.728770222,3.635219049,3.622915099,3.674122997
Russia,9.015261207,9.416224897,10.38502574,12.88109529,14.55116635,14.01539072,12.44547932,11.26541244,11.19416421,12.22394366,12.74836232,12.78575462,12.60392593,12.42288992,12.05165563,12.26206036,10.67999009,9.814051563,9.398232609,8.486951103,8.377607147,7.411997135,6.969455682,6.562640531,6.454574828,5.974593008,5.694354344,5.649443814
Rwanda,8.861086933,9.292928042,9.445926547,10.98035799,13.51826319,12.11595712,10.1639321,9.841427445,9.882197409,9.908185292,9.091478521,8.450311055,7.530778327,6.76743919,6.311028294,5.845886081,5.431735277,5.071931158,4.523092758,4.159970829,3.904894277,3.693890121,3.327332392,3.201898231,3.218337268,3.160878715,2.971800073,2.842543181
"Saint Lucia",7.793308813,7.657805372,7.457042028,7.47115835,7.27770038,7.109056929,6.998299664,6.794588877,6.669042313,6.313100574,6.198881994,6.133310154,6.076526854,5.968807433,6.017007249,5.992163606,5.882426057,5.64175553,5.401117576,5.320737312,5.264868913,5.326864482,5.395135077,5.582817401,5.613675038,5.583220729,5.565022238,5.561398479
"Saint Thomas and Principe",4.875513173,4.734627571,4.529605592,4.474868826,4.445146064,4.371263078,4.259853405,4.165031531,4.045439191,3.832696204,3.878731302,3.623107413,3.381148921,3.249793983,3.014957815,2.694473336,2.588995204,2.462179115,2.480137391,2.373256926,2.245960538,2.196595334,2.236315616,2.201787668,2.111917713,2.028375768,1.932506836,1.887453364
"Saint Vincent and Grenadines",7.132257215,7.128134417,7.028806066,6.885279061,6.804118371,6.802708075,6.777326017,6.877375651,7.036243141,6.92553396,6.735611935,6.925410592,6.834681883,6.635070411,6.470623231,6.498944856,6.445365224,6.398262185,6.38301674,6.339222023,6.304659632,6.291867456,6.336241285,6.592984603,6.633061762,6.532972007,6.649421872,6.584224082
Samoa,5.771262323,5.746392108,5.717250596,5.683782637,5.692680191,5.635363866,5.600000652,5.516857831,5.384710551,5.525882541,5.539621215,5.504281127,5.448604989,5.375754573,5.296575719,5.275771251,5.214669236,5.113396632,5.001721002,4.909089173,4.917892473,4.873990925,4.898837043,4.849348319,4.758259254,4.667743946,4.602159027,4.567162237
"Saudi Arabia",7.983832703,7.959131699,7.502063395,7.108568989,6.689290204,6.393522403,6.085291131,5.761745181,5.520734922,5.321092724,5.142958003,4.996042489,4.970776776,4.88184231,4.715982999,4.656278685,4.505782996,4.407196875,4.312097166,4.210911242,4.149471906,4.104495825,4.07243131,4.049310163,4.028735132,3.985212013,3.930568012,3.846279763
Senegal,8.872521474,8.398427425,8.067816736,7.801566379,7.688308927,7.466371353,7.287554102,7.064229482,6.805067984,6.609949681,6.418053497,6.307045668,6.13246342,6.01734183,6.175513091,5.973709409,5.585491646,5.253338974,4.900315258,4.473787178,4.227496453,4.03552975,3.837307077,3.700096809,3.77127315,3.678196514,3.548237634,3.422749595
Serbia,2.813146977,2.512880418,2.590108933,2.567454938,2.56228373,2.612348666,2.602460792,2.573757125,2.320214159,2.278599484,2.279122724,2.16635916,2.16072378,2.137110104,2.07556735,2.018201235,1.875779473,1.778854133,1.711860363,1.651764509,1.552283145,1.474759752,1.426191328,1.363486394,1.36100641,1.362319876,1.307945717,1.282879405
Seychelles,14.37874754,14.88058255,15.14198195,15.31911118,15.69479817,15.69397484,15.36463014,15.25975749,15.14914377,14.91114274,14.79227313,14.54043683,14.31855951,13.97614523,13.71259392,13.16059124,12.74849335,12.52000699,12.35718462,12.31902652,12.03934401,11.91747682,12.00729556,12.3027617,12.35910844,12.36478124,12.32821155,12.3015865
"Sierra Leone",12.80242503,12.92771384,12.79208242,11.84712753,11.01129704,10.58075539,10.09579899,9.85258745,9.680926707,9.125654215,8.656215265,8.210745507,7.842189281,7.546565984,7.490806571,7.283960151,7.150795091,6.946376022,6.575005313,6.418342034,6.426380546,6.212918292,6.174417842,6.031132298,5.840471829,5.493962494,5.07850642,4.810421779
Singapore,2.047652895,1.839666333,1.71973364,1.602250582,1.541204716,1.436151584,1.41010502,1.29384415,1.173974367,1.108870814,1.062498366,1.004748004,0.9236377,0.857388453,0.844358786,0.852006404,0.802889156,0.786375674,0.74752969,0.6838556,0.663631966,0.645661698,0.575148288,0.511159866,0.470019672,0.464010183,0.461996569,0.470433437
Slovakia,3.974581295,3.925080192,3.783737875,3.427016624,3.282504733,3.223097396,3.111817029,3.189345802,3.267786294,3.150527758,3.042938046,2.987117063,2.988616909,2.875590833,2.729772319,2.744354734,2.64038558,2.724380589,2.7991536,2.740671648,2.712219273,2.601413744,2.54571528,2.460470031,2.457961045,2.459942655,2.326817471,2.252042557
Slovenia,2.220352758,2.210019893,2.218045847,2.172252386,2.128987657,1.827017817,1.827270659,1.741676402,1.861792725,1.745239477,1.650102551,1.68472275,1.667918035,1.641765213,1.464148425,1.34346828,1.405751492,1.402788614,1.353247519,1.287073372,1.231856143,1.131983121,1.165064038,1.112089796,1.030280842,1.060770221,1.054656681,1.050170191
"Solomon Islands",11.77453432,11.67572243,11.51278428,11.34751378,11.19325967,11.03559879,10.96720406,10.89872329,11.26327842,11.48105263,11.61503832,11.69518206,11.70321225,11.48903985,11.19570093,11.13927272,11.06390439,11.11502255,10.9755283,10.80500591,10.72936993,10.54117447,10.29743387,10.23068493,10.05989397,10.10349477,9.962909734,9.836674211
Somalia,9.104571359,9.442075231,9.743135483,10.11744419,10.4447963,10.53068039,10.32542197,10.07831232,9.676796695,9.140078719,8.692865346,8.113767715,7.635859955,7.184463541,6.716655291,6.294477765,6.137393023,6.262343605,6.518479978,6.360093109,6.139151064,5.842172357,5.542293204,5.254954526,5.04316164,4.734705197,4.565270627,4.30978709
"South Africa",4.968460881,4.924840734,4.921369487,4.636548812,4.673432662,4.655295555,4.72399332,5.066529336,5.207203535,5.372144346,5.794644829,5.485053388,5.451490754,5.402772003,5.289258537,5.124471743,5.010360035,4.702809343,4.400516983,4.059768652,3.693080072,3.370835546,3.150148591,2.861730132,2.71258553,2.662721324,2.626930416,2.619348494
"South Korea",5.861552487,5.664996471,5.438296078,5.221703295,5.176329849,4.84577697,4.654962603,4.388479399,4.198367981,3.788202669,3.396014152,2.995616622,2.62854985,2.443326936,2.267929172,2.070639684,1.915704344,1.829092195,1.774424801,1.725195796,1.689970278,1.649603712,1.613168751,1.536335436,1.457136505,1.41264035,1.397402053,1.41140507
"South Sudan",7.749443758,7.853890089,7.804516145,7.982161997,7.851642303,7.921030168,7.693695918,7.175212104,6.924449095,6.651318446,6.363586018,6.015552085,5.702856937,5.647527439,5.679334211,5.92249988,6.354751776,6.606831078,6.568121251,6.377521479,6.20841083,6.015391495,6.003229271,6.146356841,6.174118433,6.345301833,6.155072856,5.821239441
Spain,2.325346017,2.245396883,2.10291544,1.974498337,1.889144422,1.824967837,1.786280979,1.704720195,1.667255737,1.646831913,1.595435515,1.554054799,1.500733971,1.51460765,1.447477449,1.393618476,1.341002052,1.315322954,1.266735294,1.198997859,1.134464091,1.107311926,1.072022868,1.016382447,1.00672605,1.014329032,0.983305805,0.974749886
"Sri Lanka",7.271018852,6.430988296,6.271467525,5.820095938,6.05629737,6.354271026,6.724287651,7.574332952,7.255579737,7.441023645,7.693519456,7.281883193,6.958638363,7.023152842,6.816040714,7.189387907,6.464268154,6.247757047,6.149612401,5.672638858,5.414149241,5.510878164,5.434782972,5.169742666,5.176703384,5.01949037,4.895890099,4.803173728
Sudan,12.40725959,11.87670919,11.29197239,10.76321284,10.39568002,9.871471036,9.332259712,8.703667996,8.150124108,7.672769385,7.152774414,6.772761825,6.330730498,5.8981838,5.587672384,5.791231667,5.581697261,5.314314761,5.022631049,4.737224745,4.362540199,4.085068438,3.980624267,3.749252003,3.642141798,3.402074379,3.189575688,2.997730715
Suriname,7.802389577,7.535773079,7.267178278,7.330795602,7.007486021,6.541969175,6.334348404,6.144155246,6.138681766,5.898033015,5.779002882,5.93290684,5.885152132,5.822513299,5.817128295,5.880365592,5.765932096,5.790581043,5.818953575,5.745039475,5.656527595,5.530744307,5.490859948,5.637117836,5.450047808,5.414804505,5.32483303,5.299624992
Swaziland,5.084166748,4.993313089,4.839561752,4.766086971,4.813319498,5.08746883,5.354190524,5.43841592,5.72979968,6.061300349,6.755656413,6.884089032,6.99910259,7.145332923,7.290231614,7.166085641,7.192310623,6.978750166,6.938485657,6.92756376,6.617401227,6.345483295,6.246421318,5.970392763,5.722537721,5.399357757,5.182311827,4.881597168
Sweden,1.652531102,1.721458672,1.631497726,1.636007321,1.567328489,1.557341282,1.49866502,1.542274988,1.530776537,1.523776047,1.520741104,1.529252503,1.496344205,1.446184576,1.441282007,1.354770574,1.331724656,1.307462102,1.264273829,1.199027725,1.115535515,1.11296108,1.107632765,1.111933196,1.121939568,1.121375455,1.109694293,1.080555697
Switzerland,1.302145533,1.342451345,1.339317785,1.267247329,1.267658093,1.168843789,1.06694153,1.088836431,1.06517835,1.031547426,1.012845904,1.001359278,0.949049823,0.897640069,0.82997168,0.773031377,0.76287504,0.745911392,0.712147972,0.714312649,0.702386598,0.684118156,0.692447539,0.693476919,0.671708722,0.666180032,0.623941283,0.608050603
Syria,2.661701578,2.596284816,2.539264838,2.491409397,2.409059344,2.374726302,2.266314683,2.147831074,2.103355867,2.056186875,1.749468379,1.57151913,1.465268957,1.229575557,1.195107476,1.173242789,1.073285198,0.985465502,1.01320671,0.980276707,0.9655181,0.943023236,0.907279819,0.893253044,0.884808972,0.872631484,0.857070643,0.841050906
Taiwan,8.257111363,7.643443141,7.227263116,6.896639212,6.644266387,6.48494,6.225387976,5.7641252,5.378363397,4.99911363,4.817209953,4.512557615,4.044611972,3.827960676,3.728883365,3.68150369,3.432795047,3.153982629,2.969610838,2.774330608,2.587413121,2.612649349,2.525120031,2.391356591,2.398225726,2.368916092,2.421437656,2.479887968
Tajikistan,13.25704453,12.99732611,13.30407528,13.41405868,13.72166791,13.19111557,12.53556832,11.74474871,11.16604508,10.79054196,10.53235094,10.37730209,10.27289779,10.04782145,9.994498679,10.04771503,9.909309961,9.728478824,9.538597085,9.337744728,9.137114447,8.928105619,8.659164987,8.447858739,8.233837798,8.094758852,7.76230894,7.690766538
Tanzania,5.209124537,5.068842174,5.012634948,4.915024139,4.912173803,4.725692788,4.588791718,4.626603884,4.434767535,4.270548142,3.99224461,4.080513674,4.160109276,4.149557801,4.284122409,4.110411187,4.28516473,4.21020854,4.103591432,4.161328598,3.992910867,4.009248116,3.916342675,3.879974748,3.66172593,3.687731403,3.525696496,3.370385775
Thailand,10.60774087,10.20260815,10.05923758,10.09866008,10.55092312,10.93202616,11.11187406,10.02008681,10.2418015,10.89196834,10.89453319,10.67488233,10.74092211,10.26498263,9.372387084,8.712882756,8.549443627,8.365461084,8.237754728,8.031479591,8.030876016,7.94331281,7.716592757,7.359842955,7.162949545,7.073463295,7.222000204,7.143226732
"Timor Leste",15.59870544,14.97560876,14.40023904,13.51719369,13.18918533,12.67551459,12.12785569,11.32178314,10.86423705,10.57219239,10.38961191,9.698619236,9.357333971,9.057957953,8.994304589,8.281011403,7.729354244,7.454347509,6.95021875,6.386263213,6.1901515,6.005390614,5.960284932,5.867885346,5.732062012,5.663841589,5.641175271,5.466529301
Togo,6.725987439,6.756985251,6.341338679,6.349575528,6.117509085,5.963367395,5.659766758,5.584913092,5.388665563,5.367549195,5.113820948,4.949750405,5.224208677,5.03390359,4.718942045,4.526255094,4.304384483,4.205536455,4.135027372,4.080525545,3.96390398,3.853630813,3.69983189,3.405675773,3.287944521,2.999973317,2.888514478,2.705796916
Tonga,6.117573942,6.073557904,5.898230109,5.823257577,5.812472355,5.619837407,5.720851241,5.787475772,5.910103105,6.391290414,6.556775505,6.615159017,6.831884134,6.833210129,6.919259923,6.892660437,6.91793414,6.984011956,6.89085338,6.828537619,6.944255966,6.97307349,6.800399092,6.761019683,6.700721454,6.607254277,6.621994899,6.545878779
"Trinidad and Tobago",6.434799517,6.417971991,6.396895334,6.449787267,6.120137735,5.602342381,5.562978105,4.988895472,5.081667804,4.665945177,4.488123852,4.447916711,4.412630002,4.368966297,4.437207812,4.298884756,4.068406187,4.172716059,4.295874373,3.915216104,3.743312596,3.548166135,3.426475614,3.480571525,3.437502341,3.368961709,3.373345911,3.38062569
Tunisia,3.059633544,2.930255845,2.816067583,2.685714365,2.581063521,2.467964261,2.327460974,2.179081517,2.068412543,1.990407629,1.880882095,1.776042069,1.680956398,1.601480569,1.49736618,1.419250656,1.349162343,1.280714932,1.220727652,1.173225956,1.14259897,1.103848859,1.041831781,0.998960776,0.960333223,0.926152023,0.891209894,0.858541395
Turkey,4.150310696,3.911594953,3.715786273,3.54118611,3.42970963,3.330965717,3.193206156,3.148087497,3.011882315,2.827525994,2.556613159,2.336030227,2.136614701,1.799113078,1.556231541,1.37941574,1.222363986,1.088335855,0.995538131,0.964952474,0.930245565,0.911686601,0.955992076,1.049619324,1.140314864,1.151941876,1.126851831,1.070546144
Turkmenistan,13.80681873,13.4768907,13.44992309,13.44725644,13.1876663,12.76703295,12.66281239,12.58735253,12.15722356,11.06216817,9.513181394,9.106331266,8.748576904,8.08910289,7.891464035,7.517390855,6.806883532,5.96434338,5.35667409,4.539986022,4.074430769,3.606542173,3.389616669,3.192445732,3.157916082,3.197684525,3.154234603,3.078657999
Uganda,6.765740271,6.704277174,6.550514425,6.364359217,6.241447969,6.059490145,5.93062888,5.738646484,5.580786742,5.380957596,5.241109512,5.51936576,5.440658824,5.217246953,4.943768006,4.589298494,4.483788699,4.255077191,3.973344506,3.815340582,3.746243422,3.70388347,3.668102615,3.740611247,3.551061754,3.203908069,2.937436996,2.773111192
Ukraine,11.98695003,13.1065096,14.05854227,14.61195975,16.11548433,17.98573757,17.59656336,16.69794137,15.72580258,16.20931114,16.28836694,15.62624487,14.86302966,13.45469673,12.85517854,11.26894939,9.89648605,9.960532157,9.272243952,7.37316778,6.607458615,6.058902906,5.960856454,5.901885531,5.789858249,7.748359013,7.507510144,7.049547349
"United Arab Emirates",2.90608264,2.761178802,2.625485229,2.489922725,2.364320739,2.267247274,2.182057856,2.137529008,2.095281285,2.095818507,2.043908491,1.96661572,1.941596139,1.922154344,2.007643086,2.019889466,1.958819755,1.823576513,1.762409382,1.705370644,1.609833425,1.552736605,1.533194488,1.522326106,1.544092572,1.530587045,1.545524254,1.561608628
"United Kingdom",0.848406737,0.816730727,0.784703402,0.767339204,0.748712798,0.751981321,0.735409267,0.718584325,0.702783792,0.688072755,0.663155318,0.649017549,0.637055035,0.624819177,0.587760667,0.578850498,0.586497229,0.569366561,0.564000514,0.549403581,0.533862144,0.50530173,0.492168959,0.496672413,0.497081286,0.501758314,0.505952033,0.503214844
"United States",1.804387605,1.73961955,1.651157999,1.650738608,1.596654719,1.564646512,1.510811281,1.48294065,1.48112711,1.445284569,1.429097231,1.415726468,1.428807469,1.4162162,1.390540993,1.420847961,1.417324116,1.395623174,1.373002808,1.337475737,1.296497756,1.288403413,1.265897806,1.248588425,1.245602782,1.272927059,1.301301309,1.29861137
Uruguay,5.380796213,5.084744955,5.276460429,5.615195601,5.529337339,5.231703558,5.020332424,4.814756245,4.762864861,4.467237506,4.279651562,4.020869958,3.887857624,3.613021014,3.322021861,3.204755825,3.173480519,3.377326512,3.164152529,3.095154912,3.107873896,3.131453141,3.088203158,2.955321002,2.806968744,2.671034252,2.713091116,2.698296221
Uzbekistan,11.11333439,10.86200545,10.56502128,10.52224463,10.37428521,10.25516273,10.23637341,10.2231785,10.26786834,9.873196665,9.414409766,9.002703584,8.676732244,8.184203051,7.470831207,7.189830277,6.806817256,6.460473253,6.061469018,5.636573938,5.400177956,5.157240709,5.155429496,5.042800288,4.908413336,4.784821848,4.679242798,4.561765192
Vanuatu,10.59922734,10.53685277,10.46334851,10.24022429,10.33787757,10.30431771,10.36458463,10.41428263,10.62322672,11.08988815,11.25459979,11.40326902,11.49174405,11.44342302,11.02131338,11.23182332,11.22444439,11.45710417,11.41160218,11.30210726,11.20464964,11.10950278,10.87780214,10.71902764,10.68944877,10.62507554,10.76254441,10.69274849
Venezuela,5.949273539,5.51688513,5.511548517,5.470348115,5.370243253,4.889034939,4.332544434,3.858406053,3.841414066,3.704938391,3.505371003,3.390997875,3.253766476,3.418898276,3.05227235,2.831052548,2.749904084,2.74014502,2.760598512,2.658619989,2.529746667,2.465557051,2.461071015,2.374799545,2.37116371,2.35739828,2.360850085,2.365565132
Vietnam,16.48073676,15.76456295,15.06583976,14.42309356,13.83018056,13.23676751,12.65888935,12.08988557,11.61625259,11.16147138,10.76292233,10.47417299,10.20125447,10.21748167,10.20091997,10.00422037,9.777341099,9.437185692,9.171168969,8.926717668,8.651960324,8.391451304,8.12104559,7.881953109,7.684840413,7.553609626,7.386855214,7.210306542
"Virgin Islands (U.S.)",5.780418582,5.545096181,5.422639898,5.325580358,5.254067027,5.152122532,5.04997197,4.95657497,4.945673418,4.819301091,4.741492821,4.798522293,4.727270901,4.693211727,4.691223307,4.695999188,4.703459945,4.788005002,4.787164118,4.828248718,4.808925301,4.738232442,4.792636688,4.835865173,4.918157277,4.982141555,4.989116801,5.059207027
"West Bank and Gaza",3.22375766,3.140516944,3.028162529,2.913351738,2.787123795,2.671306169,2.569033235,2.465577697,2.356183409,2.227700913,2.112728554,2.024392342,1.952158888,1.883787006,1.811829824,1.738190118,1.651760169,1.568996626,1.467861845,1.371228101,1.295319737,1.22578218,1.1596576,1.085896822,0.96803075,0.904299142,0.870821556,0.838694984
Yemen,8.763133032,8.280532229,7.941501388,7.656024285,7.361147248,7.124312972,6.841419143,6.647393234,6.358047844,5.962219222,5.530689117,5.153035805,4.988615549,4.69364241,4.424632582,4.118198906,3.835644914,3.798377841,3.642469393,3.444553526,3.243056407,3.074992816,2.862635585,2.802025598,2.683662782,2.627428048,2.556498112,2.472690112
Zambia,10.36190518,10.47016875,10.25484747,10.28284616,9.988134263,9.744925638,9.304263607,9.055914034,8.535224463,7.935929764,7.764738548,7.329077356,6.693358954,6.472737403,6.471385363,6.260770693,6.232481166,5.960991764,5.817755459,5.384999936,5.117043117,4.888632563,4.645032474,4.333317641,4.102626244,3.912132772,3.75563622,3.602440095
Zimbabwe,4.665246269,4.427387398,4.352618107,4.354258864,4.501197033,4.801927236,4.721606805,4.83241257,5.033523632,5.639791073,6.102670557,6.298629014,6.440374966,6.480534716,6.460116661,6.511027864,6.477509586,6.528486086,6.483157277,6.351337896,6.235922924,6.177843307,5.781201237,5.557032462,5.376198997,5.200529302,5.092257063,4.961984615
